,Posizione,Interprete,Canzone,Anno,Autori,Posizione_numerica,Stato,Artista_spotify,Popolarità,Anno_ultimo_rilascio,Presentatore,Sede,Partecipanti,,,
464,NF,Rosanna Fratello - Nino Ferrer,Amsterdam,1971,"D. Pace, M. Panzeri e P. Calvi",,Non Finalista,Nothing But Thieves,69,2017,Carlo Giuffré,Casinò di Sanremo,48,,,
465,NF,Maurizio & Fabrizio - Protagonisti,Andata e ritorno,1971,D. Renzetti e L. Albertelli,,Non Finalista,Gianni Bismark,39,2023,Carlo Giuffré,Casinò di Sanremo,48,,,
466,NF,Paolo Mengoli - Mark e Martha,I ragazzi come noi,1971,E. Lombardi e G. Balducci,,Non Finalista,I Corvi,1,2003,Carlo Giuffré,Casinò di Sanremo,48,,,
467,NF,Antoine - Anna Identici,Il dirigibile,1971,L. Albertelli e M. Fabrizio,,Non Finalista,Iubal Kollettivo Musicale,1,2009,Carlo Giuffré,Casinò di Sanremo,48,,,
468,NF,I Giganti - Fabio Trioli,Il viso di lei,1971,"Baracuda, V. Tempera e S. Scandolara",,Non Finalista,Ada Mori,0,2021,Carlo Giuffré,Casinò di Sanremo,48,,,
469,NF,Jordan e i middle of the road - Gens,Lo schiaffo,1971,G. Deriu e V. Barsanti,,Non Finalista,I Brutos,2,2011,Carlo Giuffré,Casinò di Sanremo,48,,,
470,NF,Edda Ollari - Lorenza Visconti,L'ora giusta,1971,"C. Conti, D. Pace, M. Panzeri e G. Argenio",,Non Finalista,CoCo,23,2016,Carlo Giuffré,Casinò di Sanremo,48,,,
471,NF,Nomadi - Mal,Non dimenticarti di me,1971,Mogol e M. Lavezzi,,Non Finalista,Pooh,33,2000,Carlo Giuffré,Casinò di Sanremo,48,,,
472,NF,Pio - Mau Cristiani,Occhi bianchi e neri,1971,"E. Sciorilli, A. Testa e M. Del Prete",,Non Finalista,Pio Trebbi,0,2014,Carlo Giuffré,Casinò di Sanremo,48,,,
473,NF,Piero Focaccia - Mungo Jerry,Santo Antonio Santo Francisco,1971,V. Pallavicini e P. Conte,,Non Finalista,Piero Focaccia,0,1997,Carlo Giuffré,Casinò di Sanremo,48,,,
474,1º,Nicola Di Bari,I giorni dell'arcobaleno,1972,"M. Scommegna, D. Masini, P. Pintucci",1,Vincitore,,,,Mike Bongiorno,Casinò di Sanremo,28,,,
475,2º,Peppino Gagliardi,Come le viole,1972,P. Gagliardi e G. Amendola,2,Finalista,Peppino Gagliardi,44,1995,Mike Bongiorno,Casinò di Sanremo,28,,,
476,3º,Nada,Il re di denari,1972,C. Mattone e F. Migliacci,3,Finalista,Nada,32,2001,Mike Bongiorno,Casinò di Sanremo,28,,,
477,4º,Gianni Morandi,Vado a lavorare,1972,"F. Migliacci, Petaluma, M. Marrocchi e V. Tariciotti",4,Finalista,Gianni Morandi,11,1994,Mike Bongiorno,Casinò di Sanremo,28,,,
478,5º,Gianni Nazzaro,Non voglio innamorarmi mai,1972,M. Signorini e G. Bigazzi,5,Finalista,Claudio Baglioni,36,1989,Mike Bongiorno,Casinò di Sanremo,28,,,
479,6º,Delirium,Jesahel,1972,O. Prudente e I. Fossati,6,Finalista,Delirium,38,1971,Mike Bongiorno,Casinò di Sanremo,28,,,
480,7º,Marcella Bella,Montagne verdi,1972,G. Bigazzi e G. Bella,7,Finalista,Marcella Bella,43,1972,Mike Bongiorno,Casinò di Sanremo,28,,,
481,8º,Lucio Dalla,Piazza Grande,1972,"L. Dalla, R. Cellamare, G. Baldazzi e S. Bardotti",8,Finalista,Lucio Dalla,45,2006,Mike Bongiorno,Casinò di Sanremo,28,,,
482,9º,Gigliola Cinquetti,Gira l'amore (Caro bebè),1972,M. Panzeri e D. Pace,9,Finalista,Gigliola Cinquetti,16,2009,Mike Bongiorno,Casinò di Sanremo,28,,,
483,10º,Donatello,Ti voglio,1972,R. Sanna e D.L. Pieretti,10,Finalista,Luchè,51,2012,Mike Bongiorno,Casinò di Sanremo,28,,,
484,11º,Ricchi e Poveri,Un diadema di ciliegie,1972,R. Bertola,11,Finalista,Ricchi E Poveri,10,2016,Mike Bongiorno,Casinò di Sanremo,28,,,
485,12º,Milva,Mediterraneo,1972,L. Albertelli e E. Riccardi,12,Finalista,Mango,50,1992,Mike Bongiorno,Casinò di Sanremo,28,,,
486,13º,Lara Saint Paul,Se non fosse fra queste mie braccia lo inventerei,1972,E. Suligoj e L. Beretta,13,Finalista,Max Pezzali,45,2020,Mike Bongiorno,Casinò di Sanremo,28,,,
487,14º,Domenico Modugno,Un calcio alla città,1972,"D. Modugno, M. Castellacci e R. Pazzaglia",14,Finalista,Domenico Modugno,19,2013,Mike Bongiorno,Casinò di Sanremo,28,,,
488,NF,Rita Pavone,Amici mai,1972,Caviri e M. Cantini,,Non Finalista,Antonello Venditti,53,2009,Mike Bongiorno,Casinò di Sanremo,28,,,
489,NF,Pino Donaggio,Ci sono giorni,1972,V. Pallavicini e P. Donaggio,,Non Finalista,4Tu,17,2019,Mike Bongiorno,Casinò di Sanremo,28,,,
490,NF,Aguaviva,Ciao amico ciao,1972,M. Remigi e C. Minellono,,Non Finalista,Franco Andolfo,22,2000,Mike Bongiorno,Casinò di Sanremo,28,,,
491,NF,Anna Identici,Era bello il mio ragazzo,1972,G. Guarnieri e P. P. Preti,,Non Finalista,Anna Identici,7,1972,Mike Bongiorno,Casinò di Sanremo,28,,,
492,NF,Michele,Forestiero,1972,"S. Scandolara, S. Bardotti, C. Castellari e C. Castellari",,Non Finalista,ISoci,1,2023,Mike Bongiorno,Casinò di Sanremo,28,,,
493,NF,Carla Bissi,Il mio cuore se ne va,1972,M. Remigi e Spiker,,Non Finalista,Carla Bissi,2,1973,Mike Bongiorno,Casinò di Sanremo,28,,,
494,NF,Fausto Leali,L'uomo e il cane,1972,F. Leali e M. Cantù,,Non Finalista,Dolores Olioso,1,2016,Mike Bongiorno,Casinò di Sanremo,28,,,
495,NF,Marisa Sacchetto,La foresta selvaggia,1972,P. Limiti e C. Cavallaro,,Non Finalista,Meditazione zen musica,0,2017,Mike Bongiorno,Casinò di Sanremo,28,,,
496,NF,Delia,Per amore ricomincerei,1972,"M. Terzi, A. Salerno e C. Dammicco",,Non Finalista,Roberto Vecchioni,35,1991,Mike Bongiorno,Casinò di Sanremo,28,,,
497,NF,Angelica,Portami via,1972,M. Mellier e L. Medini,,Non Finalista,Fabrizio Moro,56,2017,Mike Bongiorno,Casinò di Sanremo,28,,,
498,NF,Tony Cucchiara,Preghiera,1972,T. Cucchiara,,Non Finalista,Fabrizio De André,45,1967,Mike Bongiorno,Casinò di Sanremo,28,,,
499,NF,Bobby Solo,Rimpianto,1972,E. Riccardi e L. Albertelli,,Non Finalista,Aleam,26,2023,Mike Bongiorno,Casinò di Sanremo,28,,,
500,NF,Roberto Carlos,Un gatto nel blu,1972,"G. Savio, G. Bigazzi",,Non Finalista,Roberto Carlos,28,1976,Mike Bongiorno,Casinò di Sanremo,28,,,
501,NF,I Nuovi Angeli,Un viaggio in Inghilterra,1972,"R. Sanna, D.L. Pieretti",,Non Finalista,Strana Officina,4,2017,Mike Bongiorno,Casinò di Sanremo,28,,,
502,1º,Peppino Di Capri,Un grande amore e niente più,1973,"F. Califano, G. Wright, G. Faiella, C. Mattone",1,Vincitore,,,,Mike Bongiorno,Casinò di Sanremo,30,,,
503,2º,Peppino Gagliardi,Come un ragazzino,1973,"G. Amendola, P. Gagliardi",2,Finalista,Peppino Gagliardi,36,2015,Mike Bongiorno,Casinò di Sanremo,30,,,
504,3º,Milva,Da troppo tempo,1973,"L. Albertelli, G. Colonnello",3,Finalista,Tarlan Gazenferoğlu,32,2013,Mike Bongiorno,Casinò di Sanremo,30,,,
505,4º,Ricchi e Poveri,Dolce frutto,1973,C. Minellono e U. Balsamo,4,Finalista,Ricchi E Poveri,26,2021,Mike Bongiorno,Casinò di Sanremo,30,,,
506,5º,Gilda Giuliani,Serena,1973,V. Pallavicini e G. Mescoli,5,Finalista,Serena Brancale,24,2022,Mike Bongiorno,Casinò di Sanremo,30,,,
507,6º,Wess e Dori Ghezzi,Tu nella mia vita,1973,"Lubiak, F. Monti Arduini",6,Finalista,Dori Ghezzi,28,2000,Mike Bongiorno,Casinò di Sanremo,30,,,
508,7º,Roberto Vecchioni,L'uomo che si gioca il cielo a dadi,1973,R. Vecchioni,7,Finalista,Roberto Vecchioni,25,1973,Mike Bongiorno,Casinò di Sanremo,30,,,
509,8º,Fausto Leali,La bandiera di sole,1973,V. Pallavicini e F. Leali,8,Finalista,Fausto Leali,0,1973,Mike Bongiorno,Casinò di Sanremo,30,,,
510,9º,Umberto Balsamo,Amore mio,1973,"C. Minellono, U. Balsamo",9,Finalista,Salvo Nicolosi,40,2009,Mike Bongiorno,Casinò di Sanremo,30,,,
511,10º,Anna Identici,Mi son chiesta tante volte,1973,P. P. Preti e G. Guarneri,10,Finalista,Gougoush,1,1973,Mike Bongiorno,Casinò di Sanremo,30,,,
512,11º,Camaleonti,Come sei bella,1973,G. Bigazzi e C. Cavallaro,11,Finalista,Massimo Di Cataldo,33,2001,Mike Bongiorno,Casinò di Sanremo,30,,,
513,12º,Donatello,Tu giovane amore mio,1973,"G. Pieretti, F. Monachesi, R. Gianco e A. Nicorelli",12,Finalista,Donatello,1,2002,Mike Bongiorno,Casinò di Sanremo,30,,,
514,13º,Memo Remigi,Il mondo è qui,1973,M. Remigi,13,Finalista,Ensi,27,2017,Mike Bongiorno,Casinò di Sanremo,30,,,
515,14º,Alessandro,Tre minuti di ricordi,1973,M. Del Prete e A. Pintus,14,Finalista,Matteo Venturi,5,2016,Mike Bongiorno,Casinò di Sanremo,30,,,
516,15º,Lionello,Straniera straniera,1973,F. Specchia e F. Chiaravalle,15,Finalista,Luciano Tajoli,23,2007,Mike Bongiorno,Casinò di Sanremo,30,,,
517,16º,Lara Saint Paul,Una casa grande,1973,"A. Lo Vecchio, N. Aprile e N. Villa",16,Finalista,Charles Ans,37,2021,Mike Bongiorno,Casinò di Sanremo,30,,,
518,NF,Mocedades,Addio amor,1973,"M. Gallerani, G. Bosisio e M. Nobile",,Non Finalista,Viola Valentino,1,2017,Mike Bongiorno,Casinò di Sanremo,30,,,
519,NF,Pop Tops,Angeline,1973,R. Nisi Marsella e C. Daiano,,Non Finalista,Chase Atlantic,56,2017,Mike Bongiorno,Casinò di Sanremo,30,,,
520,NF,Jet,Anika na-o,1973,F. Piccarreda e P. Cochis e P. Cassano,,Non Finalista,Kronan,24,2022,Mike Bongiorno,Casinò di Sanremo,30,,,
521,NF,Bassano,Cara amica,1973,F. Specchia P. Prencipe e V. Caruso,,Non Finalista,270bis,20,2020,Mike Bongiorno,Casinò di Sanremo,30,,,
522,NF,Carmen Amato,Dove andrai,1973,D. Mariano,,Non Finalista,Andrea Bonifazi,27,2019,Mike Bongiorno,Casinò di Sanremo,30,,,
523,NF,Sergio Endrigo,Elisa Elisa,1973,S. Bardotti e S. Endrigo,,Non Finalista,Ermal Meta,57,2017,Mike Bongiorno,Casinò di Sanremo,30,,,
524,NF,Lolita,Innamorata io?,1973,A. Celentano e F. Chiaravalle,,Non Finalista,Papik,29,2015,Mike Bongiorno,Casinò di Sanremo,30,,,
525,NF,Gigliola Cinquetti,Mistero,1973,C. Mattone,,Non Finalista,Enrico Ruggeri,40,1993,Mike Bongiorno,Casinò di Sanremo,30,,,
526,NF,Christian De Sica,Mondo mio,1973,P. Conte e G. Conte,,Non Finalista,Leila,0,2016,Mike Bongiorno,Casinò di Sanremo,30,,,
527,NF,Alberto Feri,Ogni volta che mi pare,1973,F. Evangelisti e P. Pintucci,,Non Finalista,Mietta,4,2011,Mike Bongiorno,Casinò di Sanremo,30,,,
528,NF,Junior Magli,Povero,1973,L. Medini e M. Mellier,,Non Finalista,Marnage,28,2022,Mike Bongiorno,Casinò di Sanremo,30,,,
529,NF,Le Figlie del Vento,Sugli sugli bane bane,1973,"F. Chiaravalle, P. Tomelleri e A. M. Piccioli",,Non Finalista,Le Figlie del Vento,19,2012,Mike Bongiorno,Casinò di Sanremo,30,,,
530,NF,Drupi,Vado via,1973,E. Riccardi e L. Albertelli,,Non Finalista,Drupi,40,2000,Mike Bongiorno,Casinò di Sanremo,30,,,
531,NF,Toni Santagata,Via Garibaldi,1973,T. Santagata,,Non Finalista,Steve Hem,5,2021,Mike Bongiorno,Casinò di Sanremo,30,,,
532,1º,Iva Zanicchi,Ciao cara come stai?,1974,"C. Malgioglio, C. Daiano, Dinaro e I. Ianne",1,Vincitore,,,,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
533,2º,Domenico Modugno,Questa è la mia vita,1974,"L. Beretta, D. Modugno e E. Suligoj",2,Finalista,Ligabue,56,2002,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
534,3º,Orietta Berti,Occhi rossi,1974,"D. Pace, C. Conti, L. Pilat e M. Panzeri",3,Finalista,Coez,63,2022,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
535,F,Anna Melato,Sta piovendo dolcemente,1974,M. Piccoli e P. Donaggio,,Finalista,Maria Del Carmen,0,2013,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
536,F,Emanuela Cortesi,Il mio volo bianco,1974,"C. Daiano, F. Zanon e I. Ianne",,Finalista,Carlos Gomes,0,2005,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
537,F,Gilda Giuliani,Senza titolo,1974,"V. Pallavicini, A. Ferrari e G. Mescoli",,Finalista,Lucio Corsi,21,2020,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
538,F,I Domodossola,Se hai paura,1974,"R. Soffici, M. Guantini e L. Albertelli",,Finalista,Afterhours,16,1997,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
539,F,Les Charlots,Mon ami Tango,1974,"D. Pace, C. Conti, L. Pilat e M. Panzeri",,Finalista,L'Armenonville,1,2019,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
540,F,Valentina Greco,Notte dell'estate,1974,"A. Mammoliti, A. Buonocore e C. Celli",,Finalista,Franco Califano,17,2015,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
541,F,Nicola Di Bari,Il matto del villaggio,1974,"F. Migliacci, C. Mattone e P. Pintucci",,Finalista,Egreen,11,2022,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
542,F,Mouth & MacNeal,Ah! L'amore,1974,"E. Lombardo, C. Sebastianelli e E. Capelli",,Finalista,Alessandro Safina,43,2014,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
543,F,Gianni Nazzaro,A modo mio,1974,C. Baglioni e A. Coggio,,Finalista,Patty Pravo,6,2018,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
544,F,Al Bano,In controluce,1974,A. Carrisi e P. Limiti,,Finalista,Gianni Marchetti,31,1969,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
545,F,Mino Reitano,Innamorati,1974,"L. Beretta, F. Reitano e M. Reitano",,Finalista,Toto Cutugno,50,1980,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
546,F,Rosanna Fratello,Un po' di coraggio,1974,G. Pieretti e A. R. Mancino,,Finalista,Andrea Petrucci,5,2020,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
547,F,Little Tony,Cavalli bianchi,1974,"Miro, Giulifan e B. Casu",,Finalista,Little Tony,6,1990,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
548,F,Milva,Monica delle bambole,1974,L. Beretta e E. Suligoj,,Finalista,Milva,2,2016,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
549,F,Middle of the Road,Sole giallo,1974,M. Piccoli e P. Donaggio,,Finalista,Maravilia,24,2023,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
550,NF,Kambiz,Canta con me,1974,E. Riccardi e L. Albertelli,,Non Finalista,Lucio Ferri,30,2023,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
551,NF,Donatella Rettore,Capelli sciolti,1974,D. Rettore e M. Pagano,,Non Finalista,Banco Del Mutuo Soccorso,2,2014,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
552,NF,Riccardo Fogli,Complici,1974,L. Lopez e C. Vistarini,,Non Finalista,Enrico Nigiotti,48,2018,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
553,NF,Franco Simone,Fiume grande,1974,F. Simone,,Non Finalista,Franco Simone,33,1974,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
554,NF,Orchestra Spettacolo Casadei,La canta,1974,"R. Casadei, E. Muccioli e A. Pedulli",,Non Finalista,Orchestra Romagnola Oscar Valente,1,1998,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
555,NF,Paola Musiani,La donna quando pensa,1974,M. Galati e E. Capelli,,Non Finalista,Francesco De Gregori,60,1983,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
556,NF,Antonella Bottazzi,Per una donna donna,1974,A. Bottazzi,,Non Finalista,Lucio Battisti,53,1978,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
557,NF,Rossella,Qui,1974,"P. A. Cassella, R. Cocciante e M. Luberti",,Non Finalista,Niro,62,2023,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
558,NF,Sonia Gigliola Conti,Ricomincerei,1974,P. Soffici e G. Pieretti,,Non Finalista,Gianni Fiorellino,22,2003,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
559,NF,Piero Focaccia,Valentin tango,1974,L. Beretta e E. Capotosti,,Non Finalista,The Twins,36,2008,Corrado (conduttore televisivo),Casinò di Sanremo,28,,,
560,1,Gilda,Ragazza del sud,1975,R. Scalabrino,1,Vincitore,,,,Mike Bongiorno,Casinò di Sanremo,30,,,
561,2,Angela Luce,Ipocrisia,1975,P. Giordano e E. Alfieri,2,Finalista,Emanuele Aloia,34,2021,Mike Bongiorno,Casinò di Sanremo,30,,,
562,2,Rosanna Fratello,Va' speranza va',1975,G. Taddei e F. Graniero,2,Finalista,Vanilla,22,2023,Mike Bongiorno,Casinò di Sanremo,30,,,
563,4,Valentina Greco,Un grande addio,1975,"G. Puzzo, B. Moglia, P. Limiti, E. Capotosti e M. C. Lacamera",4,Finalista,Cottrau,3,2015,Mike Bongiorno,Casinò di Sanremo,30,,,
564,5,Laura,E poi e poi,1975,N. La Mantia,5,Finalista,Annalisa,70,2023,Mike Bongiorno,Casinò di Sanremo,30,,,
565,6,Franco e le Piccole Donne,Come Humphrey Bogart,1975,L. Raggi e B. Pallini,6,Finalista,Zinnigas,2,2022,Mike Bongiorno,Casinò di Sanremo,30,,,
566,F,Le Nuove Erbe,Topolino piccolo,1975,F. Specchia e P. Prencipe,,Finalista,Piccolo Coro dell'Antoniano,29,2017,Mike Bongiorno,Casinò di Sanremo,30,,,
567,F,Nico dei Gabbiani,Io credo (Ci son cose più grandi di te),1975,Cadam e F. Turnaturi,,Finalista,Giorgio Vanni,44,2014,Mike Bongiorno,Casinò di Sanremo,30,,,
568,F,Eugenio Alberti,Decidi tu per me,1975,"P. Montanaro, E. Ronda, A. Gallo e M. Mellier",,Finalista,4Tu,3,2021,Mike Bongiorno,Casinò di Sanremo,30,,,
569,F,Gianni Migliardi,Sei stata tu,1975,"S. Piccioli, A. Valleroni e F. Tessandori",,Finalista,Luciano Tajoli,20,2014,Mike Bongiorno,Casinò di Sanremo,30,,,
570,F,Piero Cotto,Il telegramma,1975,V. Pallavicini e G. Donaggio,,Finalista,Sandro de Simone,1,2009,Mike Bongiorno,Casinò di Sanremo,30,,,
571,F,Stefania,L'incertezza di una vita,1975,"F. Specchia, P. Prencipe e S. Sciannamea",,Finalista,Mavi,22,2021,Mike Bongiorno,Casinò di Sanremo,30,,,
572,NF,Emy Cesaroni,1975… amore mio,1975,F. Specchia e P. Prencipe,,Non Finalista,Fred Bongusto,1,2015,Mike Bongiorno,Casinò di Sanremo,30,,,
573,NF,Gabriella Sanna,Adesso basti tu,1975,G. Meccia e B. Zambrini,,Non Finalista,Riccardo Zandonai,0,2014,Mike Bongiorno,Casinò di Sanremo,30,,,
574,NF,Daniela,Dolce abitudine,1975,"P. Montanaro, E. Ronda, G. Rigo e A. Mammoliti",,Non Finalista,Piero Montanaro,0,2023,Mike Bongiorno,Casinò di Sanremo,30,,,
575,NF,Eva 2000,In amore non si può mentire,1975,L. Capello e M. Cenci,,Non Finalista,Emma,56,2013,Mike Bongiorno,Casinò di Sanremo,30,,,
576,NF,Jean-François Michael,Innamorarsi,1975,"D. Sarti, A. De Lorenzo, A. Olivares e B. Stecca",,Non Finalista,Mauro Nardi,37,2011,Mike Bongiorno,Casinò di Sanremo,30,,,
577,NF,Annagloria,La paura di morire,1975,"G. Calabrese, E. Ballotta e P. Calvi",,Non Finalista,Società Anonima Decostruzionismi Organici,0,2023,Mike Bongiorno,Casinò di Sanremo,30,,,
578,NF,Antonella Bellan,Lettera,1975,"R. Scala, L. Medini, P. B. Greco e M. Mellier",,Non Finalista,Massimo Ranieri,35,2022,Mike Bongiorno,Casinò di Sanremo,30,,,
579,NF,Lorenzo Pilat,Madonna d'amore,1975,L. Pilat,,Non Finalista,Il Solito Dandy,19,2022,Mike Bongiorno,Casinò di Sanremo,30,,,
580,NF,G.Men,Oggi,1975,T. Cavalli,,Non Finalista,Alex Britti,59,1998,Mike Bongiorno,Casinò di Sanremo,30,,,
581,NF,Kriss and Saratoga,Piccola bambina cara,1975,"F. Specchia, P. Prencipe e S. Sciannamea",,Non Finalista,Ermal Meta,57,2017,Mike Bongiorno,Casinò di Sanremo,30,,,
582,NF,La Quinta Faccia,Quattro stagioni,1975,I. Pelosi e V. Caruso,,Non Finalista,Antonio Vivaldi,44,2024,Mike Bongiorno,Casinò di Sanremo,30,,,
583,NF,Paola Folzini,Il ragioniere,1975,"C. Celli, A. Buonocore e A. Mammoliti",,Non Finalista,A. Virgilio Savona,1,1972,Mike Bongiorno,Casinò di Sanremo,30,,,
584,NF,Goffredo Canarini,Scarafaggi,1975,G. Canarini,,Non Finalista,Guè,53,2017,Mike Bongiorno,Casinò di Sanremo,30,,,
585,NF,Paola Musiani,Se nasco un'altra volta,1975,A. Testa e P. Donaggio,,Non Finalista,Pooh,17,1985,Mike Bongiorno,Casinò di Sanremo,30,,,
586,NF,Le Volpi Blu,Senza impegno,1975,"M. Motta, S. Bordoni, F. Delfino e G. Damele",,Non Finalista,Bandabardò,13,2014,Mike Bongiorno,Casinò di Sanremo,30,,,
587,NF,Leila Selli,Sola in due,1975,"M. Francesio, G. Canarini e N. Roccabruna",,Non Finalista,YOUNGGUCCI,21,2020,Mike Bongiorno,Casinò di Sanremo,30,,,
588,NF,Nannarella,Sotto le stelle,1975,R. Balzani,,Non Finalista,Noisys,44,2019,Mike Bongiorno,Casinò di Sanremo,30,,,
589,NF,Ely Neri e la sua orchestra,Tango di casa mia,1975,E. Neri,,Non Finalista,Secondo Casadei,10,2006,Mike Bongiorno,Casinò di Sanremo,30,,,
590,1º,Peppino Di Capri,Non lo faccio più,1976,"Depsa, S. Iodice e F. Berlincioni",1,Vincitore,,,,Giancarlo Guardabassi,Casinò di Sanremo,30,,,
591,2º,Wess e Dori Ghezzi,"Come stai, con chi sei",1976,"C. Minellono, F. Piccarreda e U. Balsamo",2,Finalista,Dori Ghezzi,16,2000,Giancarlo Guardabassi,Casinò di Sanremo,30,,,
592,3º (ex aequo),Sandro Giacobbe,Gli occhi di tua madre,1976,"S. Giacobbe, D. Pace e O. Avogadro",3,Finalista,Sandro Giacobbe,35,1998,Giancarlo Guardabassi,Casinò di Sanremo,30,,,
593,3º (ex aequo),Albatros,Volo AZ 504,1976,V. Pallavicini e T. Cutugno,3,Finalista,Albatros,21,1976,Giancarlo Guardabassi,Casinò di Sanremo,30,,,
594,5º,Paolo Frescura,Due anelli,1976,A. De Sanctis e P. Frescura,5,Finalista,Matteo Branciamore,27,2012,Giancarlo Guardabassi,Casinò di Sanremo,30,,,
595,6º,Drupi,Sambariò,1976,L. Albertelli e E. Riccardi,6,Finalista,Drupi,20,2019,Giancarlo Guardabassi,Casinò di Sanremo,30,,,
596,7º,Carlo Gigli,Più forte,1976,Schiava e C. Gigli,7,Finalista,Pisciosangue,5,2020,Giancarlo Guardabassi,Casinò di Sanremo,30,,,
597,8º,Daniel Sentacruz Ensemble,Linda bella Linda,1976,"C. Dammicco, Querencio, Sentacruz e F. Specchia",8,Finalista,Daniel Sentacruz Ensemble,27,2007,Giancarlo Guardabassi,Casinò di Sanremo,30,,,
598,9º,Gli Opera,L'ho persa ancora,1976,"F. Ricciardi, O. Avogadro e D. Pace",9,Finalista,Mezzosangue,43,2022,Giancarlo Guardabassi,Casinò di Sanremo,30,,,
599,10º,Camaleonti,Cuore di vetro,1976,G. Bigazzi e T. Savio,10,Finalista,Matthew TT,37,2023,Giancarlo Guardabassi,Casinò di Sanremo,30,,,
600,11º,Orietta Berti,Omar,1976,M. Battaini e L. Beretta,11,Finalista,Omar,17,1998,Giancarlo Guardabassi,Casinò di Sanremo,30,,,
601,12º,La Strana Società,Andiamo via,1976,"C. Conti, F. Cassano e L. Albertelli",12,Finalista,Samuel Malvaso,29,2022,Giancarlo Guardabassi,Casinò di Sanremo,30,,,
602,13º,Ricchi e Poveri con I Nostri Figli,Due storie dei musicanti,1976,L. Bacalov e S. Bardotti,13,Finalista,Coccole Sonore,20,2013,Giancarlo Guardabassi,Casinò di Sanremo,30,,,
603,14º,Patrizio Sandrelli,Piccola donna addio,1976,V. Stavolo e F. Zulian,14,Finalista,Ermal Meta,57,2017,Giancarlo Guardabassi,Casinò di Sanremo,30,,,
604,15º (ex aequo),Sergio Endrigo,Quando c'era il mare,1976,S. Endrigo,15,Finalista,Sergio Endrigo,0,2012,Giancarlo Guardabassi,Casinò di Sanremo,30,,,
605,15º (ex aequo),Miko,Signora tu,1976,G. Pegoraro e P. M. Bozzetti,15,Finalista,Loredana Bertè,46,2006,Giancarlo Guardabassi,Casinò di Sanremo,30,,,
606,17º,Profeti,Cercati un'anima,1976,"D. Ciletti, C. Cavallaro, D. Pace e O. Avogadro",17,Finalista,Renato Zero,57,2010,Giancarlo Guardabassi,Casinò di Sanremo,30,,,
607,18º,La Nuova Gente,Che sarei,1976,P. Landro e E. Cardullo,18,Finalista,Vincenzo Scarpulla,19,2023,Giancarlo Guardabassi,Casinò di Sanremo,30,,,
608,NF,Santino Rocchetti,E tu mi manchi,1976,S. Luca e A. Lo Vecchio,,Non Finalista,Gigi Finizio,41,2009,Giancarlo Guardabassi,Casinò di Sanremo,30,,,
